sza	wlen(nm)/depth(cm)	0	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	1	1.1	1.2	1.3	1.4	1.5	1.6	1.7	1.8	1.9	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
90	280	23140000	26870000	26950000	26720000	26470000	26210000	25960000	25710000	25410000	25160000	24920000	24680000	24450000	24160000	23930000	23700000	23470000	23250000	22970000	22750000	22540000	20400000	18490000	16770000	15250000	13890000	12680000	11620000	10680000	9849000	8859000	7946000	7126000	6388000	5724000	5127000	4589000	4104000	3667000	3272000	2915000	2592000	2299000	2033000	1790000	1568000	1364000	1176000	1006000	843300	802100	762900	725700	690200	656500	624500	594000	564900	537300	511100	486100	462300	439700	418200	397800	378300	360200	342600	325800	309800	294600	280200	266400	253400	240900	229100	217800	207100	196800	187100	177900	169100	160700	152900	145300	138100	131200	124600	118300	112400	106700	101300	96130	91210	86530	82050	77790	73710	69830	66110	62570	59250	56010	52900	49930	47080	44350	41730	39210	36790	34520	32280	30120	28040	26020	24070	22180	20350	18460
90	281	77410000	89010000	89190000	88410000	87570000	86730000	85900000	85070000	84060000	83250000	82450000	81670000	80880000	79920000	79160000	78400000	77650000	76920000	76000000	75280000	74560000	67490000	61160000	55500000	50450000	45950000	41960000	38440000	35330000	32590000	29310000	26290000	23570000	21130000	18940000	16960000	15180000	13580000	12130000	10820000	9644000	8576000	7606000	6725000	5922000	5188000	4513000	3892000	3328000	2790000	2654000	2524000	2401000	2284000	2172000	2066000	1965000	1869000	1778000	1691000	1608000	1530000	1455000	1384000	1316000	1252000	1192000	1133000	1078000	1025000	974800	927000	881500	838200	797000	757800	720500	685000	651300	619100	588500	559400	531700	505900	480700	456800	433900	412200	391500	371800	353000	335100	318000	301800	286300	271500	257300	243900	231000	218700	207000	196000	185300	175000	165200	155800	146700	138100	129700	121700	114200	106800	99660	92760	86090	79640	73390	67330	61080
90	282	185900000	212100000	212300000	210400000	208400000	206400000	204500000	202500000	200100000	198200000	196300000	194400000	192500000	190200000	188400000	186600000	184800000	183100000	180900000	179200000	177500000	160600000	145600000	132100000	120100000	109400000	99890000	91490000	84100000	77560000	69760000	62570000	56110000	50300000	45080000	40370000	36130000	32320000	28870000	25770000	22960000	20410000	18110000	16010000	14100000	12350000	10740000	9263000	7923000	6641000	6317000	6008000	5715000	5436000	5170000	4918000	4677000	4449000	4232000	4025000	3828000	3641000	3463000	3294000	3132000	2979000	2837000	2698000	2566000	2440000	2320000	2206000	2098000	1995000	1897000	1804000	1715000	1631000	1550000	1474000	1401000	1331000	1265000	1204000	1144000	1087000	1033000	981200	931900	885000	840300	797600	757000	718300	681400	646200	612600	580500	549900	520600	492700	466600	441100	416600	393200	370700	349200	328600	308800	289800	271900	254200	237200	220800	204900	189600	174700	160300	145400
90	283	316500000	358600000	358600000	355400000	352100000	348700000	345300000	342000000	337900000	334700000	331500000	328300000	325200000	321300000	318200000	315200000	312200000	309200000	305500000	302600000	299800000	271300000	245900000	223100000	202800000	184700000	168700000	154500000	142000000	131000000	117800000	105700000	94780000	84960000	76130000	68190000	61030000	54580000	48770000	43520000	38770000	34480000	30580000	27040000	23810000	20860000	18150000	15650000	13380000	11220000	10670000	10150000	9652000	9181000	8732000	8306000	7900000	7514000	7147000	6798000	6466000	6149000	5849000	5563000	5291000	5032000	4791000	4557000	4333000	4121000	3919000	3727000	3544000	3370000	3204000	3047000	2897000	2754000	2618000	2489000	2366000	2249000	2137000	2034000	1933000	1836000	1745000	1657000	1574000	1495000	1419000	1347000	1279000	1213000	1151000	1091000	1035000	980500	928700	879400	832200	788100	744900	703600	664100	626200	589900	555000	521600	489400	459200	429400	400600	372900	346100	320200	295100	270700	245600
90	284	418800000	469400000	468800000	464600000	460200000	455800000	451400000	447000000	441700000	437500000	433300000	429100000	425000000	420000000	416000000	412000000	408100000	404200000	399400000	395600000	391800000	354600000	321400000	291600000	265100000	241500000	220500000	202000000	185700000	171200000	154000000	138100000	123900000	111100000	99510000	89130000	79770000	71340000	63740000	56880000	50680000	45060000	39970000	35340000	31120000	27260000	23720000	20450000	17490000	14660000	13940000	13260000	12620000	12000000	11410000	10860000	10330000	9822000	9342000	8885000	8451000	8038000	7645000	7271000	6915000	6577000	6262000	5956000	5664000	5386000	5122000	4871000	4632000	4405000	4188000	3982000	3786000	3600000	3422000	3253000	3093000	2939000	2794000	2658000	2526000	2400000	2280000	2166000	2057000	1954000	1855000	1761000	1671000	1586000	1504000	1427000	1352000	1282000	1214000	1149000	1088000	1030000	973700	919700	868000	818500	771000	725400	681700	639700	600200	561200	523700	487400	452400	418500	385700	353800	321000
90	285	692100000	769100000	767200000	760300000	753100000	745900000	738700000	731600000	722900000	715900000	709100000	702300000	695600000	687300000	680700000	674200000	667800000	661500000	653600000	647400000	641200000	580400000	525900000	477300000	433800000	395200000	360900000	330600000	303800000	280200000	252000000	226100000	202700000	181700000	162900000	145900000	130600000	116800000	104300000	93090000	82940000	73750000	65410000	57840000	50930000	44610000	38820000	33470000	28620000	23990000	22820000	21710000	20650000	19640000	18680000	17770000	16900000	16070000	15290000	14540000	13830000	13150000	12510000	11900000	11320000	10760000	10250000	9747000	9270000	8815000	8383000	7972000	7581000	7208000	6854000	6517000	6196000	5891000	5601000	5324000	5061000	4811000	4572000	4350000	4134000	3928000	3732000	3545000	3367000	3197000	3036000	2882000	2735000	2595000	2462000	2335000	2213000	2097000	1987000	1881000	1780000	1686000	1594000	1505000	1421000	1339000	1262000	1187000	1116000	1047000	982300	918500	857000	797700	740400	684900	631200	579000	525300
90	286	1162000000	1282000000	1278000000	1266000000	1254000000	1242000000	1230000000	1218000000	1204000000	1192000000	1181000000	1169000000	1158000000	1144000000	1134000000	1123000000	1112000000	1101000000	1088000000	1078000000	1068000000	966500000	875800000	794700000	722400000	658100000	600900000	550400000	506000000	466600000	419700000	376500000	337600000	302600000	271200000	242900000	217400000	194400000	173700000	155000000	138100000	122800000	108900000	96310000	84810000	74290000	64630000	55730000	47660000	39950000	38000000	36150000	34380000	32700000	31110000	29590000	28140000	26770000	25460000	24210000	23030000	21900000	20830000	19810000	18850000	17920000	17070000	16230000	15440000	14680000	13960000	13270000	12620000	12000000	11410000	10850000	10320000	9810000	9326000	8866000	8428000	8011000	7614000	7244000	6884000	6541000	6214000	5903000	5607000	5324000	5055000	4799000	4554000	4322000	4099000	3887000	3685000	3492000	3308000	3132000	2964000	2807000	2653000	2506000	2365000	2230000	2101000	1977000	1858000	1743000	1636000	1529000	1427000	1328000	1233000	1141000	1051000	964100	874700
90	287	1432000000	1565000000	1558000000	1544000000	1529000000	1515000000	1500000000	1486000000	1468000000	1454000000	1440000000	1426000000	1413000000	1396000000	1382000000	1369000000	1356000000	1343000000	1327000000	1315000000	1302000000	1179000000	1068000000	969200000	881000000	802500000	732800000	671200000	617000000	569100000	511800000	459100000	411700000	369100000	330700000	296200000	265100000	237100000	211800000	189000000	168400000	149800000	132800000	117400000	103400000	90600000	78820000	67960000	58130000	48720000	46340000	44080000	41930000	39880000	37930000	36080000	34320000	32640000	31050000	29530000	28090000	26710000	25410000	24160000	22980000	21860000	20810000	19790000	18820000	17900000	17020000	16190000	15390000	14640000	13920000	13230000	12580000	11960000	11370000	10810000	10280000	9769000	9285000	8834000	8395000	7977000	7578000	7199000	6837000	6493000	6165000	5852000	5554000	5270000	4999000	4741000	4494000	4259000	4034000	3820000	3615000	3424000	3236000	3056000	2885000	2720000	2562000	2411000	2266000	2126000	1995000	1865000	1740000	1620000	1504000	1391000	1282000	1176000	1067000
90	288	3494000000	3783000000	3761000000	3727000000	3691000000	3656000000	3621000000	3586000000	3543000000	3509000000	3475000000	3442000000	3409000000	3369000000	3336000000	3305000000	3273000000	3242000000	3203000000	3173000000	3143000000	2845000000	2578000000	2339000000	2126000000	1937000000	1769000000	1620000000	1489000000	1373000000	1235000000	1108000000	993600000	890800000	798200000	714900000	639900000	572300000	511300000	456200000	406500000	361400000	320600000	283500000	249600000	218700000	190200000	164000000	140300000	117600000	111900000	106400000	101200000	96250000	91550000	87080000	82830000	78780000	74930000	71270000	67790000	64470000	61320000	58320000	55470000	52750000	50230000	47770000	45430000	43210000	41090000	39070000	37150000	35330000	33590000	31940000	30370000	28870000	27450000	26090000	24810000	23580000	22410000	21320000	20260000	19250000	18290000	17370000	16500000	15670000	14880000	14120000	13410000	12720000	12070000	11440000	10850000	10280000	9737000	9219000	8725000	8263000	7810000	7377000	6962000	6565000	6184000	5819000	5468000	5131000	4814000	4502000	4200000	3910000	3629000	3357000	3093000	2838000	2574000
90	289	7983000000	8579000000	8523000000	8444000000	8363000000	8283000000	8204000000	8125000000	8028000000	7951000000	7875000000	7799000000	7725000000	7633000000	7560000000	7488000000	7416000000	7346000000	7258000000	7189000000	7121000000	6445000000	5841000000	5300000000	4818000000	4389000000	4008000000	3671000000	3374000000	3112000000	2799000000	2511000000	2251000000	2018000000	1809000000	1620000000	1450000000	1297000000	1158000000	1034000000	921000000	819000000	726400000	642300000	565600000	495400000	431100000	371700000	317900000	266500000	253400000	241100000	229300000	218100000	207400000	197300000	187700000	178500000	169800000	161500000	153600000	146100000	138900000	132100000	125700000	119500000	113800000	108200000	102900000	97900000	93100000	88530000	84190000	80050000	76120000	72370000	68810000	65420000	62200000	59130000	56200000	53420000	50780000	48310000	45910000	43620000	41440000	39370000	37390000	35510000	33710000	32000000	30370000	28820000	27340000	25930000	24580000	23290000	22060000	20890000	19770000	18720000	17700000	16710000	15780000	14880000	14010000	13180000	12390000	11630000	10910000	10200000	9518000	8859000	8222000	7606000	7009000	6430000	5833000
