sza	wlen(nm)/depth(cm)	0	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	1	1.1	1.2	1.3	1.4	1.5	1.6	1.7	1.8	1.9	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
90	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	281	267300	332700	336300	333500	330400	327200	324100	321000	317100	314100	311100	308100	305100	301500	298600	295800	293000	290200	286700	284000	281300	254600	230700	209400	190300	173400	158300	145000	133300	122900	110600	99180	88940	79730	71440	63990	57270	51220	45760	40840	36380	32350	28700	25370	22340	19570	17030	14680	12560	10530	10010	9523	9058	8615	8195	7794	7414	7051	6707	6379	6067	5771	5489	5220	4965	4722	4496	4276	4066	3867	3678	3497	3326	3162	3007	2859	2718	2584	2457	2336	2220	2110	2006	1908	1814	1723	1637	1555	1477	1403	1332	1264	1200	1138	1080	1024	970.9	920.1	871.5	825.2	780.9	739.6	699.1	660.3	623.2	587.6	553.5	520.8	489.4	459.3	430.9	402.9	376	349.9	324.8	300.5	276.9	254	230.4
90	282	943700	1166000	1177000	1168000	1157000	1145000	1134000	1124000	1110000	1100000	1089000	1079000	1068000	1056000	1045000	1035000	1026000	1016000	1004000	994200	984800	891300	807700	733000	666300	606900	554200	507600	466600	430400	387100	347200	311400	279100	250100	224000	200500	179300	160200	143000	127400	113300	100500	88820	78220	68520	59610	51400	43960	36850	35050	33340	31710	30160	28690	27290	25950	24690	23480	22330	21240	20200	19210	18270	17380	16530	15740	14970	14240	13540	12870	12240	11640	11070	10530	10010	9516	9047	8601	8177	7773	7388	7022	6681	6349	6032	5731	5444	5171	4910	4662	4426	4200	3986	3781	3585	3399	3221	3051	2889	2734	2589	2447	2312	2182	2057	1938	1823	1713	1608	1509	1411	1316	1225	1137	1052	969.3	889.2	806.7
90	283	2194000	2686000	2711000	2689000	2663000	2638000	2612000	2587000	2556000	2532000	2508000	2484000	2460000	2431000	2407000	2384000	2362000	2339000	2311000	2289000	2268000	2053000	1860000	1688000	1534000	1398000	1276000	1169000	1075000	991000	891300	799500	717000	642700	575900	515800	461700	412900	368900	329200	293300	260800	231300	204500	180100	157800	137300	118400	101200	84850	80710	76770	73020	69450	66060	62830	59760	56840	54070	51420	48910	46520	44250	42080	40020	38060	36240	34470	32780	31180	29650	28190	26810	25490	24240	23050	21910	20830	19810	18830	17900	17010	16170	15390	14620	13890	13200	12540	11910	11310	10740	10190	9673	9178	8706	8256	7827	7417	7026	6652	6295	5962	5635	5323	5024	4737	4462	4199	3945	3702	3474	3248	3031	2821	2618	2422	2232	2048	1858
90	284	4738000	5742000	5787000	5739000	5685000	5631000	5576000	5523000	5457000	5405000	5353000	5302000	5251000	5188000	5139000	5090000	5041000	4993000	4934000	4887000	4841000	4381000	3970000	3603000	3275000	2983000	2724000	2495000	2294000	2115000	1903000	1707000	1530000	1372000	1229000	1101000	985500	881400	787500	702700	626100	556700	493800	436600	384500	336800	293000	252600	216100	181100	172300	163900	155900	148300	141000	134100	127600	121300	115400	109800	104400	99300	94450	89830	85430	81250	77370	73580	69980	66550	63280	60180	57230	54420	51740	49200	46780	44470	42280	40190	38210	36320	34520	32840	31210	29650	28170	26760	25420	24140	22920	21760	20650	19590	18580	17620	16710	15830	15000	14200	13440	12730	12030	11360	10720	10110	9525	8962	8422	7903	7415	6934	6470	6022	5589	5170	4765	4371	3965
90	285	11080000	13270000	13360000	13240000	13120000	12990000	12870000	12740000	12590000	12470000	12350000	12230000	12120000	11970000	11860000	11740000	11630000	11520000	11380000	11280000	11170000	10110000	9161000	8313000	7557000	6884000	6286000	5758000	5292000	4881000	4390000	3938000	3531000	3166000	2837000	2541000	2274000	2034000	1817000	1621000	1445000	1285000	1139000	1007000	887100	777100	676100	582900	498600	417900	397500	378100	359600	342100	325400	309500	294400	280000	266300	253300	240900	229100	217900	207300	197100	187500	178500	169800	161500	153500	146000	138900	132000	125600	119400	113500	107900	102600	97550	92740	88160	83790	79640	75780	72010	68420	65000	61750	58650	55690	52880	50200	47640	45200	42880	40660	38550	36530	34600	32760	31010	29370	27760	26220	24740	23330	21980	20680	19430	18230	17110	16000	14930	13890	12900	11930	10990	10080	9149
90	286	24770000	29430000	29600000	29340000	29070000	28790000	28510000	28240000	27900000	27630000	27370000	27110000	26850000	26530000	26270000	26020000	25780000	25530000	25230000	24990000	24750000	22400000	20300000	18420000	16740000	15250000	13930000	12760000	11730000	10820000	9728000	8726000	7825000	7015000	6286000	5630000	5039000	4506000	4026000	3593000	3201000	2846000	2525000	2232000	1966000	1722000	1498000	1292000	1105000	926100	880800	837800	796900	758000	721000	685700	652300	620400	590100	561200	533800	507700	482900	459300	436800	415400	395600	376200	357800	340200	323600	307700	292600	278200	264500	251500	239200	227400	216200	205500	195300	185700	176500	167900	159600	151600	144000	136800	130000	123400	117200	111200	105600	100200	95020	90100	85420	80950	76680	72600	68710	65070	61500	58090	54830	51700	48700	45820	43060	40410	37910	35450	33080	30790	28580	26440	24360	22350	20270
90	287	42360000	49720000	49910000	49480000	49020000	48550000	48080000	47620000	47050000	46600000	46150000	45710000	45270000	44730000	44310000	43880000	43470000	43050000	42540000	42140000	41740000	37780000	34230000	31060000	28240000	25720000	23490000	21510000	19780000	18240000	16400000	14710000	13200000	11830000	10600000	9493000	8497000	7599000	6790000	6059000	5398000	4800000	4257000	3764000	3315000	2904000	2526000	2178000	1863000	1562000	1485000	1413000	1344000	1278000	1216000	1156000	1100000	1046000	995100	946400	900200	856200	814300	774500	736600	700500	667100	634400	603300	573800	545600	518900	493400	469200	446100	424200	403300	383400	364500	346500	329400	313100	297600	283200	269100	255700	242900	230700	219100	208100	197600	187600	178000	168900	160200	151900	144000	136500	129300	122400	115900	109700	103700	97960	92460	87180	82120	77270	72610	68140	63930	59780	55780	51920	48190	44580	41080	37680	34190
90	288	141900000	164400000	164800000	163400000	161800000	160300000	158700000	157200000	155300000	153800000	152300000	150900000	149400000	147700000	146300000	144900000	143500000	142100000	140400000	139100000	137800000	124700000	113000000	102500000	93210000	84910000	77540000	71020000	65280000	60210000	54150000	48570000	43560000	39050000	34990000	31340000	28050000	25090000	22410000	20000000	17820000	15840000	14050000	12430000	10940000	9585000	8340000	7190000	6150000	5155000	4903000	4664000	4436000	4219000	4013000	3817000	3631000	3453000	3285000	3124000	2972000	2826000	2688000	2557000	2432000	2313000	2202000	2094000	1992000	1894000	1801000	1713000	1629000	1549000	1473000	1400000	1331000	1266000	1203000	1144000	1087000	1034000	982300	934700	888200	843900	801800	761600	723400	687000	652300	619200	587600	557600	528900	501600	475500	450600	426800	404100	382500	362200	342400	323400	305200	287800	271100	255100	239700	224900	211000	197300	184100	171400	159100	147200	135600	124400	112900
90	289	420300000	481800000	482200000	478000000	473400000	468900000	464400000	459900000	454400000	450100000	445800000	441500000	437300000	432100000	427900000	423900000	419800000	415800000	410900000	407000000	403100000	364900000	330600000	300000000	272700000	248400000	226900000	207800000	191000000	176200000	158400000	142100000	127400000	114200000	102400000	91690000	82070000	73400000	65580000	58520000	52140000	46360000	41120000	36360000	32020000	28050000	24400000	21040000	17990000	15080000	14350000	13650000	12980000	12350000	11740000	11170000	10620000	10100000	9611000	9141000	8694000	8269000	7865000	7480000	7114000	6766000	6443000	6127000	5827000	5542000	5270000	5011000	4765000	4531000	4309000	4097000	3895000	3703000	3521000	3347000	3182000	3024000	2874000	2735000	2599000	2469000	2346000	2228000	2117000	2010000	1908000	1812000	1719000	1631000	1548000	1468000	1391000	1318000	1249000	1182000	1119000	1060000	1002000	946200	893000	842000	793200	746300	701300	658100	617500	577400	538800	501500	465400	430600	396800	364000	330200
